Parent Category,Category,Part Number,Long Description,MSRP/Trade Price,Sales Price,Future MSRP/Trade Price,Future MSRP/Trade Price Effective Date,Future Sales Price,Future Sales Price Effective Date,Minimum Order Quantity,Product Status,Agency,COO,UPC
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,439D-6AW,430D Series 6 inch Fire Alarm vibrating bell Diode Polarized 92dB at 1m 82dB at 10ft Gray 24VDC Indoor and Outdoor (with 449 outdoor back box) Wall or Ceiling Mount,$165.79,$81.24,,,,,1,,CSFM MEA cUL,MX,79301602295
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,439D-6AW-R,430D Series 6 inch Fire Alarm vibrating bell Diode Polarized 92dB at 1m 82dB at 10ft Red 24VDC Indoor and Outdoor (with 449 outdoor back box) Wall or Ceiling Mount,$165.79,$81.24,,,,,1,,CC CSFM MEA cUL,MX,79301602296
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,439D-8AW,430D Series 8 inch Fire Alarm vibrating bell Diode Polarized 92dB at 1m 82dB at 10ft Gray 24VDC Indoor and Outdoor (with 449 outdoor back box) Wall or Ceiling Mount,$173.02,$84.78,,,,,1,,CC,MX,79301600521
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,439D-8AW-R,430D Series 8 inch Fire Alarm vibrating bell Diode Polarized 92dB at 1m 82dB at 10ft Red 24VDC Indoor and Outdoor (with 449 outdoor back box) Wall or Ceiling Mount,$173.02,$84.78,,,,,1,,CC,MX,79301602297
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1ARF,Compact Wall Horn Red FIRE Marking,$52.14,$25.55,,,,,1,,ULC CC CSFM UL cUL,CN,79301605708
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1ARN,Compact Wall Horn Red No Marking,$52.14,$25.55,,,,,1,,ULC CC CSFM UL cUL,CN,79301605714
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1AVRF,Compact Wall Horn/Strobe 15-75cd Red FIRE Marking,$109.14,$53.48,,,,,1,,ULC CC CSFM UL cUL,CN,79301605712
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1AVRN,Compact Wall Horn/Strobe 15-75cd Red No Marking,$109.14,$53.48,,,,,1,,ULC CC CSFM UL cUL,CN,79301605718
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1AVWF,Compact Wall Horn/Strobe 15-75cd White FIRE Marking,$109.14,$53.48,,,,,1,,ULC CC CSFM UL cUL,CN,79301605713
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1AVWN,Compact Wall Horn/Strobe 15-75cd White No Marking,$109.14,$53.48,,,,,1,,ULC CC CSFM UL cUL,CN,79301605719
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1AWF,Compact Wall Horn White FIRE Marking,$52.14,$25.55,,,,,1,,ULC CC CSFM UL cUL,CN,79301605709
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1AWN,Compact Wall Horn White No Marking,$52.14,$25.55,,,,,1,,ULC CC CSFM UL cUL,CN,79301605715
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1-C,Chime Wall Mt. 24VDC White,$105.88,$51.88,,,,,1,,,CN,78264068029
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1-CVM,Chime/Strobe Wall Mt. 15-95 CD 24VDC White,$218.59,$107.11,,,,,1,,,CN,78264068030
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1F-C,Chime Wall Mt. Marked  in.Fire in. 24VDC White,$105.88,$51.88,,,,,1,,,CN,78264068031
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1F-CVM,Chime/Strobe Wall Mt. 15-95 CD Marked  in.Fire in. 24VDC White,$218.59,$107.11,,,,,1,,,CN,78264068032
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1F-P,Horn (steady tone) - 24V White w/FIRE (Not compatible with Signal Master),$26.77,$13.12,,,,,1,,,CN,78264012062
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1-P,Horn Temporal 24VDC White,$26.77,$13.12,,,,,1,,,CN,78264011160
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1R-C,Chime Wall Mt. 24VDC Red,$105.88,$51.88,,,,,1,,,CN,78264068037
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1R-CVM,Chime/Strobe Wall Mt. 15-95 CD 24VDC Red,$218.59,$107.11,,,,,1,,,CN,78264068038
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1RF-CVM,Chime/Strobe Wall Mt. 15-95 CD Marked  in.Fire in. 24VDC Red,$218.59,$107.11,,,,,1,,,CN,78264068040
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1RF-P,Horn Temporal Marked  in.Fire in. 24VDC Red,$26.77,$13.12,,,,,1,,,CN,78264012064
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1R-P,Horn 24VDC Red,$26.77,$13.12,,,,,1,,,CN,78264011161
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1VRF,Compact Wall Strobe 15-75cd Red FIRE Marking,$83.13,$40.73,,,,,1,,ULC CC CSFM UL cUL,CN,79301605710
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1VRN,Compact Wall Strobe 15-75cd Red No Marking,$83.13,$40.73,,,,,1,,ULC CC CSFM UL cUL,CN,79301605716
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1VWF,Compact Wall Strobe 15-75cd White FIRE Marking,$83.13,$40.73,,,,,1,,ULC CC CSFM UL cUL,CN,79301605711
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG1VWN,Compact Wall Strobe 15-75cd White No Marking,$83.13,$40.73,,,,,1,,ULC CC CSFM UL cUL,CN,79301605717
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4ARF,Wall Horn Red FIRE Marking.  Room Side Wiring Plate included.,$64.54,$31.62,,,,,1,,ULC CF CSFM FM UL,CN,79301606015
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4ARN,Wall Horn Red No Marking.  Room Side Wiring Plate included.,$64.54,$31.62,,,,,1,,ULC CF CSFM FM UL,CN,79301606017
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4AVRF,Wall Horn/Strobe 15-110cd Red FIRE Marking.  Room Side Wiring Plate included.,$125.06,$61.28,,,,,1,,ULC CF CSFM UL,CN,79301606018
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4AVRN,Wall Horn/Strobe 15-110cd Red No Marking.  Room Side Wiring Plate included.,$125.06,$61.28,,,,,1,,ULC CF CSFM FM UL,CN,79301606020
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4AVWF,Wall Horn/Strobe 15-110cd White FIRE Marking.  Room Side Wiring Plate included.,$125.06,$61.28,,,,,1,,ULC CF CSFM FM UL,CN,79301606019
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4AVWN,Wall Horn/Strobe 15-110cd White No Marking.  Room Side Wiring Plate included.,$125.06,$61.28,,,,,1,,ULC CF CSFM FM UL,CN,79301606021
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4AWF,Wall Horn White FIRE Marking.  Room Side Wiring Plate included.,$64.54,$31.62,,,,,1,,ULC CF CSFM FM UL,CN,79301606016
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4AWN,Wall Horn White No Marking.  Room Side Wiring Plate included.,$64.54,$31.62,,,,,1,,ULC CF CSFM FM UL,CN,79301606014
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFRF,Wall Horn Low Frequency Red FIRE Marking,$131.92,$64.64,,,,,1,,ULC CC CSFM UL,CN,79301606609
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFRN,Wall Horn Low Frequency Red No Marking,$131.92,$64.64,,,,,1,,ULC CC CSFM UL,CN,79301606610
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFVRF,Wall Horn/Strobe 15-110cd Low Frequency Red FIRE Marking,$211.05,$103.41,,,,,1,,ULC CC CSFM UL,CN,79301606613
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFVRN,Wall Horn/Strobe 15-110cd Low Frequency Red No Marking,$211.05,$103.41,,,,,1,,ULC CC CSFM UL,CN,79301606614
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFVWF,Wall Horn/Strobe 15-110cd Low Frequency White FIRE Marking,$211.05,$103.41,,,,,1,,ULC CC CSFM UL,CN,79301606612
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFVWN,Wall Horn/Strobe 15-110cd Low Frequency White No Marking,$211.05,$103.41,,,,,1,,ULC CC CSFM UL,CN,79301606615
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFWF,Wall Horn Low Frequency White FIRE Marking,$131.92,$64.64,,,,,1,,ULC CC CSFM UL,CN,79301606608
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4LFWN,Wall Horn Low Frequency White No Marking,$131.92,$64.64,,,,,1,,ULC CC CSFM UL,CN,79301606611
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SRF,Wall Speaker Red FIRE Marking.  Room Side Wiring Plate included.,$67.42,$33.04,,,,,1,,ULC CC CSFM UL,CN,79301606054
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SRN,Wall Speaker Red No Marking.  Room Side Wiring Plate included.,$67.42,$33.04,,,,,1,,ULC CC CSFM UL,CN,79301606055
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SVRF,Wall Speaker/Strobe 15-110cd Red FIRE Marking.  Room Side Wiring Plate included.,$156.39,$76.63,,,,,1,,ULC CC CSFM UL,CN,79301606056
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SVRN,Wall Speaker/Strobe 15-110cd Red No Marking.  Room Side Wiring Plate included.,$156.39,$76.63,,,,,1,,ULC CC CSFM UL,CN,79301606057
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SVWA,Wall Speaker/Strobe 15-110cd White ALERT Marking.  Room Side Wiring Plate included.,$156.39,$76.63,,,,,1,,ULC CC CSFM UL,CN,79301606058
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SVWF,Wall Speaker/Strobe 15-110cd White FIRE Marking.  Room Side Wiring Plate included.,$156.39,$76.63,,,,,1,,ULC CC CSFM UL,CN,79301606059
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SVWN,Wall Speaker/Strobe 15-110cd White No Marking.  Room Side Wiring Plate included.,$156.39,$76.63,,,,,1,,ULC CC CSFM UL,CN,79301606060
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SWA,Wall Speaker White ALERT Marking.  Room Side Wiring Plate included.,$67.42,$33.04,,,,,1,,ULC CC CSFM UL,CN,79301606061
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SWF,Wall Speaker White FIRE Marking.  Room Side Wiring Plate included.,$67.42,$33.04,,,,,1,,ULC CC CSFM UL,CN,79301606062
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4SWN,Wall Speaker White No Marking.  Room Side Wiring Plate included.,$67.42,$33.04,,,,,1,,ULC CC CSFM UL,CN,79301606063
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4VRF,Wall Strobe 15-110cd Red FIRE Marking.  Room Side Wiring Plate included.,$97.63,$47.84,,,,,1,,ULC CF CSFM FM UL,CN,79301606022
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4VRN,Wall Strobe 15-110cd Red No Marking.  Room Side Wiring Plate included.,$97.63,$47.84,,,,,1,,ULC CF CSFM FM UL,CN,79301606024
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4VWF,Wall Strobe 15-110cd White FIRE Marking.  Room Side Wiring Plate included.,$97.63,$47.84,,,,,1,,ULC CF CSFM FM UL,CN,79301606023
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EG4VWN,Wall Strobe 15-110cd White No Marking.  Room Side Wiring Plate included.,$97.63,$47.84,,,,,1,,ULC CF CSFM FM UL,CN,79301606025
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCARF,Ceiling Horn Red FIRE Marking.  Room Side Wiring Plate included.,$70.27,$34.43,,,,,1,,ULC CF CSFM UL cUL,CN,79301605900
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCAVRF,Ceiling Horn/Strobe 15-115cd Red FIRE Marking.  Room Side Wiring Plate included.,$129.16,$63.29,,,,,1,,ULC CF CSFM UL cUL,CN,79301605904
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCAVRN,Ceiling Horn/Strobe 15-115cd Red No Marking.  Room Side Wiring Plate included.,$129.16,$63.29,,,,,1,,ULC CF CSFM UL cUL,CN,79301605908
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCAVWF,Ceiling Horn/Strobe 15-115cd White FIRE Marking.  Room Side Wiring Plate included.,$129.16,$63.29,,,,,1,,ULC CF CSFM UL cUL,CN,79301605905
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCAVWN,Ceiling Horn/Strobe 15-115cd White No Marking.  Room Side Wiring Plate included.,$129.16,$63.29,,,,,1,,ULC CF CSFM UL cUL,CN,79301605909
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCAWF,Ceiling Horn White FIRE Marking.  Room Side Wiring Plate included.,$70.27,$34.43,,,,,1,,ULC CF CSFM UL cUL,CN,79301605901
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCF-HDVMH,Horn/Strobe Ceiling Mt. 95-177 CD Marked  in.Fire in. 24VDC White,$137.54,$67.39,,,,,1,,,CN,78264068002
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCF-VMH,Strobe Ceiling Mt. 95-177 CD Marked  in.Fire in. 24VDC White,$107.48,$52.67,,,,,1,Discontinued Item,FDNY ULC CB,CN,78264068010
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGC-HDVMH,Horn/Strobe Ceiling Mt. 95-177 CD 24VDC White,$137.54,$67.39,,,,,1,,FDNY ULC CB,CN,78264068012
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSRF,Ceiling Speaker Red FIRE Marking.  Room Side Wiring Plate included.,$70.27,$34.43,,,,,1,,ULC CC CSFM UL,CN,79301606064
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSRN,Ceiling Speaker Red No Marking.  Room Side Wiring Plate included.,$70.27,$34.43,,,,,1,,ULC CC CSFM UL,CN,79301606065
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVHRF,Ceiling Speaker/Strobe 135-185cd Red FIRE Marking. Room Side Wiring Plate included.,$164.43,$80.57,,,,,1,,ULC CSFM UL,CN,79301606628
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVHRN,Ceiling Speaker/Strobe 135-185cd Red No Marking. Room Side Wiring Plate included.,$164.43,$80.57,,,,,1,,ULC CSFM UL,CN,79301606629
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVHWA,Ceiling Speaker/Strobe 135-185cd White ALERT Marking. Room Side Wiring Plate included.,$164.43,$80.57,,,,,1,,ULC CSFM UL,CN,79301606630
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVHWF,Ceiling Speaker/Strobe 135-185cd White FIRE Marking. Room Side Wiring Plate included.,$164.43,$80.57,,,,,1,,ULC CSFM UL,CN,79301606631
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVHWN,Ceiling Speaker/Strobe 135-185cd White No Marking. Room Side Wiring Plate included.,$164.43,$80.57,,,,,1,,ULC CSFM UL,CN,79301606632
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVRF,Ceiling Speaker/Strobe 15-115cd Red FIRE Marking.  Room Side Wiring Plate included.,$159.27,$78.04,,,,,1,,ULC CC CSFM UL,CN,79301606066
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVRN,Ceiling Speaker/Strobe 15-115cd Red No Marking.  Room Side Wiring Plate included.,$159.27,$78.04,,,,,1,,ULC CC CSFM UL,CN,79301606067
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVWA,Ceiling Speaker/Strobe 15-115cd White ALERT Marking.  Room Side Wiring Plate included.,$159.27,$78.04,,,,,1,,ULC CC CSFM UL,CN,79301606068
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVWF,Ceiling Speaker/Strobe 15-115cd White FIRE Marking.  Room Side Wiring Plate included.,$159.27,$78.04,,,,,1,,ULC CC CSFM UL,CN,79301606069
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSVWN,Ceiling Speaker/Strobe 15-115cd White No Marking.  Room Side Wiring Plate included.,$159.27,$78.04,,,,,1,,ULC CC CSFM UL,CN,79301606070
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSWA,Ceiling Speaker White ALERT Marking.  Room Side Wiring Plate included.,$70.27,$34.43,,,,,1,,ULC CC CSFM UL,CN,79301606071
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSWF,Ceiling Speaker White FIRE Marking.  Room Side Wiring Plate included.,$70.27,$34.43,,,,,1,,ULC CC CSFM UL,CN,79301606072
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCSWN,Ceiling Speaker White No Marking.  Room Side Wiring Plate included.,$70.27,$34.43,,,,,1,,ULC CC CSFM UL,CN,79301606073
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVHRF,Ceiling Strobe 135-185cd Red FIRE Marking. Room Side Wiring Plate included.,$107.08,$52.47,,,,,1,,ULC CSFM UL,CN,79301606633
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVHRN,Ceiling Strobe 135-185cd Red No Marking. Room Side Wiring Plate included.,$107.08,$52.47,,,,,1,,ULC CSFM UL,CN,79301606634
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVHWF,Ceiling Strobe 135-185cd White FIRE Marking. Room Side Wiring Plate included.,$107.08,$52.47,,,,,1,,ULC CSFM UL,CN,79301606635
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVHWN,Ceiling Strobe 135-185cd White No Marking. Room Side Wiring Plate included.,$107.08,$52.47,,,,,1,,ULC CSFM UL,CN,79301606636
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGC-VMH,Strobe Ceiling Mt. 95-177 CD 24VDC White,$107.48,$52.67,,,,,1,Discontinued Item,FDNY ULC CB,CN,78264068028
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVRF,Ceiling Strobe 15-115cd Red FIRE Marking.  Room Side Wiring Plate included.,$99.02,$48.52,,,,,1,,ULC CF CSFM UL cUL,CN,79301605902
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVRN,Ceiling Strobe 15-115cd Red No Marking.  Room Side Wiring Plate included.,$99.02,$48.52,,,,,1,,ULC CF CSFM UL cUL,CN,79301605906
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVWF,Ceiling Strobe 15-115cd White FIRE Marking.  Room Side Wiring Plate included.,$99.02,$48.52,,,,,1,,ULC CF CSFM UL cUL,CN,79301605903
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,EGCVWN,Ceiling Strobe 15-115cd White No Marking.  Room Side Wiring Plate included.,$99.02,$48.52,,,,,1,,ULC CF CSFM UL cUL,CN,79301605907
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G1WA-HDVMA,G1 Wall Horn-strobe White Housing Alert Markings Amber Lens,$128.88,$57.99,,,,,1,Discontinued Item,FDNY ULC CB CC,CN,79301604084
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G1WA-VMA,G1 Wall Strobe White Housing Alert Markings Amber Lens,$100.21,$45.09,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603656
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G1WN-VMA,G1 Wall Strobe White Housing No Markings Amber Lens,$100.21,$45.43,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603658
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4F-S2V1575,25V Speaker White FIRE Strobe 15/75 cd,$215.09,$105.40,,,,,1,Discontinued Item,FDNY ULC CB CC,CN,79301603614
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4HFWA-S2VMA,Genesis High Fidelity Wall Speaker-strobe white alert marking 25V visual multi-candela amber lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC UL,CN,79301604868
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4HFWN-S2VMA,Genesis High Fidelity Wall Speaker-strobe white no marking 25V visual multi-candela amber lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC UL,CN,79301604866
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4HFWN-S7VMA,Genesis High Fidelity Wall Speaker-strobe white no marking 70V visual multi-candela amber lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC UL,CN,79301604870
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4HFWN-S7VMB,Genesis High Fidelity Wall Speaker-strobe white no marking 70V visual multi-candela blue lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC CSFM FM MEA UL,CN,79301605055
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFRF-H,Genesis Wall-mount Low Frequency Appliance Red Housing Fire Marking Audible Only.,$115.34,$56.52,,,,,1,Discontinued Item,UL,CN,79301604267
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFRF-HVM,Genesis Wall-mount Low Frequency Appliance Red Housing Fire Marking Audible/Standard Output Clear Strobe Light.,$190.22,$93.21,,,,,1,Discontinued Item,UL,CN,79301604271
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFRN-H,Genesis Wall-mount Low Frequency Appliance Red Housing No Marking Audible Only.,$115.34,$56.52,,,,,1,Discontinued Item,UL,CN,79301604265
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFRN-HVM,Genesis Wall-mount Low Frequency Appliance Red Housing No Marking Audible/Standard Output Clear Strobe Light.,$190.22,$93.21,,,,,1,Discontinued Item,UL,CN,79301604269
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFWF-H,Genesis Wall-mount Low Frequency Appliance White Housing Fire Marking Audible Only.,$115.34,$56.52,,,,,1,Discontinued Item,UL,CN,79301604266
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFWF-HVM,Genesis Wall-mount Low Frequency Appliance White Housing Fire Marking Audible/Standard Output Clear Strobe Light.,$189.64,$92.92,,,,,1,Discontinued Item,UL,CN,79301604270
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFWN-H,Genesis Wall-mount Low Frequency Appliance White Housing No Marking Audible Only.,$115.34,$56.52,,,,,1,Discontinued Item,UL,CN,79301604264
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4LFWN-HVM,Genesis Wall-mount Low Frequency Appliance White Housing No Marking Audible/Standard Output Clear Strobe Light.,$189.64,$92.92,,,,,1,Discontinued Item,UL,CN,79301604268
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4RF-S2V1575,25V Speaker Red FIRE Strobe 15/75 cd,$215.09,$105.40,,,,,1,Discontinued Item,FDNY ULC CB CC,CN,79301603615
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SERA-A,Strobe Expander Red alert Amber,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606167
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWA-A,Strobe Expander White alert Amber,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606169
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWA-B,Strobe Expander White Alert Blue,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606170
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWA-G,Strobe Expander White Alert Green,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606171
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWA-R,Strobe Expander White Alert Red,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606172
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWN-A,Strobe Expander White none Amber,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606174
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWN-B,Strobe Expander White none Blue,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606175
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWN-G,Strobe Expander White none Green,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606176
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SEWN-R,Strobe Expander White none Red,$104.88,$51.39,,,,,1,,ULC CSFM UL,CN,79301606177
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVRA-A,Speaker-Strobe Red alert Amber Lens,$138.77,$68.00,,,,,1,,,CN,79301606247
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWA-A,Speaker-Strobe White alert Amber Lens,$138.77,$68.00,,,,,1,,,CN,79301606246
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWA-B,Speaker-Strobe White alert Blue Lens,$138.77,$68.00,,,,,1,,,CN,79301606249
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWA-G,Speaker-Strobe White alert Green Lens,$138.77,$68.00,,,,,1,,,CN,79301606250
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWA-R,Speaker-Strobe White alert Red Lens,$138.77,$68.00,,,,,1,,,CN,79301606248
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWN-A,Speaker-Strobe White none Amber Lens,$138.77,$68.00,,,,,1,,,CN,79301606251
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWN-B,Speaker-Strobe White none Blue Lens,$138.77,$68.00,,,,,1,,,CN,79301606253
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWN-G,Speaker-Strobe White none Green Lens,$138.77,$68.00,,,,,1,,,CN,79301606254
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4SVWN-R,Speaker-Strobe White none Red Lens,$138.77,$68.00,,,,,1,,,CN,79301606252
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VRA-A,Strobe Red alert Amber Lens,$83.84,$41.08,,,,,1,,,CN,79301606256
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWA-A,Strobe White alert Amber Lens,$83.84,$41.08,,,,,1,,,CN,79301606255
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWA-B,Strobe White alert Blue Lens,$83.84,$41.08,,,,,1,,,CN,79301606258
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWA-G,Strobe White alert Green Lens,$83.84,$41.08,,,,,1,,,CN,79301606259
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWA-R,Strobe White alert Red Lens,$83.84,$41.08,,,,,1,,,CN,79301606257
